quarter,series,preprocessing.y,preprocessing.y_f,preprocessing.y_ef,preprocessing.yc,preprocessing.yc_f,preprocessing.yc_ef,preprocessing.l,preprocessing.y_lin,preprocessing.y_lin_f,preprocessing.ycal,preprocessing.ycal_f,preprocessing.det,preprocessing.det_f,preprocessing.l_f,preprocessing.l_b,preprocessing.cal,preprocessing.cal_f,preprocessing.tde,preprocessing.tde_f,preprocessing.mhe,preprocessing.mhe_f,preprocessing.ee,preprocessing.ee_f,preprocessing.omhe,preprocessing.omhe_f,preprocessing.out,preprocessing.out_f,preprocessing.out_i,preprocessing.out_i_f,preprocessing.out_t,preprocessing.out_t_f,preprocessing.out_s,preprocessing.out_s_f,preprocessing.reg,preprocessing.reg_f,preprocessing.reg_t,preprocessing.reg_t_f,preprocessing.reg_s,preprocessing.reg_s_f,preprocessing.reg_i,preprocessing.reg_i_f,preprocessing.reg_sa,preprocessing.reg_sa_f,preprocessing.reg_y,preprocessing.reg_y_f,preprocessing.reg_u,preprocessing.reg_u_f,preprocessing.fullresiduals,preprocessing.fcasts(-2),preprocessing.bcasts(-2),preprocessing.lin_fcasts(-2),preprocessing.lin_bcasts(-2),preprocessing.efcasts(-2),decomposition.y_lin,decomposition.y_lin_f,decomposition.y_lin_ef,decomposition.t_lin,decomposition.t_lin_f,decomposition.t_lin_e,decomposition.t_lin_ef,decomposition.sa_lin,decomposition.sa_lin_f,decomposition.sa_lin_e,decomposition.sa_lin_ef,decomposition.s_lin,decomposition.s_lin_f,decomposition.s_lin_e,decomposition.s_lin_ef,decomposition.i_lin,decomposition.i_lin_f,decomposition.i_lin_e,decomposition.i_lin_ef,decomposition.y_cmp,decomposition.y_cmp_f,decomposition.t_cmp,decomposition.t_cmp_f,decomposition.sa_cmp,decomposition.sa_cmp_f,decomposition.s_cmp,decomposition.s_cmp_f,decomposition.i_cmp,decomposition.i_cmp_f,decomposition.i_cmp_e,decomposition.t_cmp_e,decomposition.s_cmp_e,decomposition.sa_cmp_e,decomposition.i_cmp_ef,decomposition.t_cmp_ef,decomposition.s_cmp_ef,decomposition.sa_cmp_ef,decomposition.si_cmp,final.y,final.y_f,final.t,final.t_f,final.sa,final.sa_f,final.s,final.s_f,final.i,final.i_f
2003-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52007467754403,,92.52007467754403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.86472216912003,,98.86472216912003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1391863627289,,102.1391863627289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.90419522905654,,94.90419522905654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-01,,,,,,,,,,,,,,,,94.27484236804857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.27484236804857,,94.27484236804857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-01,,,,,,,,,,,,,,,,100.42341204447176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.42341204447176,,100.42341204447176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-01,,,,,,,,,,,,,,,,103.91708972533421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.91708972533421,,103.91708972533421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-01,,,,,,,,,,,,,,,,96.78782466464159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.78782466464159,,96.78782466464159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-01,95.2887467219271,95.2887467219271,,,95.2887467219271,,,95.2887467219271,95.2887467219271,,95.2887467219271,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,95.2887467219271,,,99.90060072198139,,0.27800611426913524,,99.2348731958672,,0.10255206570183051,,-3.9461264739400965,,0.10255206570183051,,-0.6657275264966195,,0.2877436691156799,,95.2887467219271,,99.90060072198139,,99.2348731958672,,-3.9461264739400965,,-0.6657275261141962,,0.2877436691156799,0.27800611426913524,0.10255206570183051,0.10255206570183051,,,,,-4.611854000054293,95.2887467219271,,99.90060072198139,,99.2348731958672,,-3.9461264739400965,,-0.6657275261141962,
2005-04-01,102.99028671454795,102.99028671454795,,,102.99028671454795,,,102.99028671454795,102.99028671454795,,102.99028671454795,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,102.99028671454795,,,100.42035937277444,,0.20283060208985385,,101.04251780743068,,0.10233185306548227,,1.947768907117259,,0.10233185306548227,,0.6221584342799593,,0.2217166640959649,,102.99028671454795,,100.42035937277444,,101.04251780743068,,1.947768907117259,,0.6221584346562423,,0.2217166640959649,0.20283060208985385,0.10233185306548227,0.10233185306548227,,,,,2.5699273417735014,102.99028671454795,,100.42035937277444,,101.04251780743068,,1.947768907117259,,0.6221584346562423,
2005-07-01,105.70906179514627,105.70906179514627,,,105.70906179514627,,,105.70906179514627,105.70906179514627,,105.70906179514627,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,105.70906179514627,,,100.90224955675328,,0.18860595583773715,,100.88095039165323,,0.10218775007684715,,4.828111403493042,,0.10218775007684715,,-0.02129916549053701,,0.2106441262118423,,105.70906179514627,,100.90224955675328,,100.88095039165323,,4.828111403493042,,-0.02129916510004648,,0.2106441262118423,0.18860595583773715,0.10218775007684715,0.10218775007684715,,,,,4.806812238392996,105.70906179514627,,100.90224955675328,,100.88095039165323,,4.828111403493042,,-0.02129916510004648,
2005-10-01,97.96576908576206,97.96576908576206,,,97.96576908576206,,,97.96576908576206,97.96576908576206,,97.96576908576206,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,97.96576908576206,,,101.38582407356725,,0.1880617483886132,,100.79590534508625,,0.10190125384569754,,-2.8301362593241945,,0.10190125384569754,,-0.5899187288581653,,0.21053847568025993,,97.96576908576206,,101.38582407356725,,100.79590534508625,,-2.8301362593241945,,-0.5899187284809955,,0.21053847568025993,0.1880617483886132,0.10190125384569754,0.10190125384569754,,,,,-3.42005498780519,97.96576908576206,,101.38582407356725,,100.79590534508625,,-2.8301362593241945,,-0.5899187284809955,
2006-01-01,98.66664664425511,98.66664664425511,,,98.66664664425511,,,98.66664664425511,98.66664664425511,,98.66664664425511,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,98.66664664425511,,,101.91269969963346,,0.18805631736002265,,102.61152745900755,,0.10005182287459644,,-3.944880814752441,,0.10005182287459644,,0.6988277589846006,,0.20977643285679795,,98.66664664425511,,101.91269969963346,,102.61152745900755,,-3.944880814752441,,0.6988277593740833,,0.20977643285679795,0.18805631736002265,0.10005182287459644,0.10005182287459644,,,,,-3.2460530553783578,98.66664664425511,,101.91269969963346,,102.61152745900755,,-3.944880814752441,,0.6988277593740833,
2006-04-01,103.85710601943967,103.85710601943967,,,103.85710601943967,,,103.85710601943967,103.85710601943967,,103.85710601943967,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-1.3203279171318043,,,,,,103.85710601943967,,,102.41924123581941,,0.18805625231736764,,101.91055490442932,,0.09984851774095217,,1.946551115010358,,0.09984851774095217,,-0.5086863317734118,,0.20967472988426172,,103.85710601943967,,102.41924123581941,,101.91055490442932,,1.946551115010358,,-0.5086863313900949,,0.20967472988426172,0.18805625231736764,0.09984851774095217,0.09984851774095217,,,,,1.4378647836202632,103.85710601943967,,102.41924123581941,,101.91055490442932,,1.946551115010358,,-0.5086863313900949,
2006-07-01,108.22720327925738,108.22720327925738,,,108.22720327925738,,,108.22720327925738,108.22720327925738,,108.22720327925738,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.14541552199257096,,,,,,108.22720327925738,,,102.90320315266888,,0.1880516894340346,,103.39932318987255,,0.09971411754010956,,4.827880089384828,,0.09971411754010956,,0.49612003680616523,,0.20963903234860984,,108.22720327925738,,102.90320315266888,,103.39932318987255,,4.827880089384828,,0.49612003720366715,,0.20963903234860984,0.1880516894340346,0.09971411754010956,0.09971411754010956,,,,,5.324000126588495,108.22720327925738,,102.90320315266888,,103.39932318987255,,4.827880089384828,,0.49612003720366715,
2006-10-01,99.91874087463812,99.91874087463812,,,99.91874087463812,,,99.91874087463812,99.91874087463812,,99.91874087463812,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.23409069460622642,,,,,,99.91874087463812,,,103.41996301566306,,0.18805167626444308,,102.74777794501668,,0.09944872629345569,,-2.8290370703785626,,0.09944872629345569,,-0.6721850710306028,,0.20951536027005463,,99.91874087463812,,103.41996301566306,,102.74777794501668,,-2.8290370703785626,,-0.6721850706463783,,0.20951536027005463,0.18805167626444308,0.09944872629345569,0.09944872629345569,,,,,-3.501222141024941,99.91874087463812,,103.41996301566306,,102.74777794501668,,-2.8290370703785626,,-0.6721850706463783,
2007-01-01,100.5830935402379,100.5830935402379,,,100.5830935402379,,,100.5830935402379,100.5830935402379,,100.5830935402379,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.45054761124852594,,,,,,100.5830935402379,,,104.02718242420308,,0.1880467745055079,,104.52819516517363,,0.09773928058046863,,-3.9451016249357274,,0.09773928058046863,,0.5010127405740963,,0.20882436946034671,,100.5830935402379,,104.02718242420308,,104.52819516517363,,-3.9451016249357274,,0.5010127409705518,,0.20882436946034671,0.1880467745055079,0.09773928058046863,0.09773928058046863,,,,,-3.4440888839651755,100.5830935402379,,104.02718242420308,,104.52819516517363,,-3.9451016249357274,,0.5010127409705518,
2007-04-01,106.10426154080086,106.10426154080086,,,106.10426154080086,,,106.10426154080086,106.10426154080086,,106.10426154080086,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.5127339537554362,,,,,,106.10426154080086,,,104.73021301960053,,0.18804671580153387,,104.15789118972255,,0.09755146681396425,,1.9463703510783097,,0.09755146681396425,,-0.5723218302683001,,0.2087321660522405,,106.10426154080086,,104.73021301960053,,104.15789118972255,,1.9463703510783097,,-0.5723218298779784,,0.2087321660522405,0.18804671580153387,0.09755146681396425,0.09755146681396425,,,,,1.3740485212003313,106.10426154080086,,104.73021301960053,,104.15789118972255,,1.9463703510783097,,-0.5723218298779784,
